Chave_Parcela_Idade;Talhao;Parcela;Idade_meses;Area_parc;Cova;Fuste;Fila;Viva;Falha;dap;altura;Dom;Hd;dg;Gi;G;treino;altura_reta;altura_parabola;altura_curtis;altura_stofells;altura_hericksen;altura_gompertz;altura_logistico;altura_chapman_richards;Estrato
PR2T5-7-78;PR2T5;7;78;270.4;20;1;4;1;0;23.9;32.8;D;32.76666667;19.83074213;0.044862728;13.70699879;1;32.288433114389036;32.12691736004739;28.56608370800782;31.552349969553507;30.31165221938948;31.971153891575728;31.827501405367602;31.912791623765692;PR2T5
PR2T5-7-57;PR2T5;7;57;270.4;8;1;2;1;0;20.8;26.8;N;27.4;18.18891604;0.033979466;11.53129484;1;28.759358504878584;28.72986811673824;26.969088820881538;28.37554801586815;28.079876348289197;28.769035103353797;28.811885185369846;28.678162452975602;PR2T5
PR2T5-7-44;PR2T5;7;44;270.4;5;1;1;1;0;17.1;23.86837363;N;25.10137376;17.1088671;0.022965828;10.20250804;1;24.5472371967532;24.595280238769135;24.50122791596874;24.43230253103764;24.933239323268282;24.654115526163572;24.69959306608842;24.666462970682286;PR2T5
PR2T5-3-44;PR2T5;3;44;279.29;1;1;1;1;0;19.4;25.08952408;D;24.36317469;16.06075963;0.029559245;7.253818091;1;27.165582874777083;27.17567372290366;26.11955201445943;26.90472034468097;26.960499440054704;27.24470549876248;27.31067029039517;27.18134165818667;PR2T5
PR2T5-7-66;PR2T5;7;66;270.4;3;1;1;1;0;15.1;25.5;N;29.7;19.24499935;0.017907864;12.90922712;1;22.270414868036774;22.324099364623983;22.811544681160616;22.217800301093146;22.935070233752242;22.33597901354423;22.333287571547107;22.41537260272949;PR2T5
PR2T5-6-32;PR2T5;6;32;277.67;6;1;1;1;0;15.5;18.9811282;N;19.6181843;14.61034934;0.018869191;7.849201417;1;22.72577933378006;22.7803716661997;23.17405376052579;22.665982737733678;23.355082520507693;22.803196080342552;22.81077879167354;22.870842175949484;PR2T5
PR2T5-7-78;PR2T5;7;78;270.4;9;1;2;1;0;19.4;30.3;N;32.76666667;19.83074213;0.029559245;13.70699879;1;27.165582874777083;27.17567372290366;26.11955201445943;26.90472034468097;26.960499440054704;27.24470549876248;27.31067029039517;27.18134165818667;PR2T5
PR2T5-4-22;PR2T5;4;22;259.92;4;1;1;1;0;7.9;11.74;N;13.69;10.99208048;0.00490167;4.381181329;1;14.07385448465765;13.937109099419295;13.071691040087453;13.545274199923872;12.527937776437113;13.946640328358027;13.999989317013574;13.616304571608653;PR2T5
PR2T5-5-57;PR2T5;5;57;277.48;25;1;4;1;0;19.2;25.9;D;26.06666667;16.16959595;0.028952918;8.880507336;1;26.937900641905443;26.952627888982516;25.990488864893344;26.69258950428615;26.794025879144563;27.023434389470413;27.090152728968565;26.96550557489001;PR2T5
PR2T5-1-66;PR2T5;1;66;300.27;7;1;1;1;0;14.1;25.3;N;29.7;18.30817006;0.015614501;9.644073202;1;21.132003703678564;21.178964583426307;21.844228814466888;21.084829613037286;21.834327794718064;21.162523425439154;21.135545128567795;21.264262539910863;PR2T5
PR2T5-5-44;PR2T5;5;44;277.48;11;1;2;1;0;18.1;24.40644598;D;24.63464743;15.34361974;0.025730429;7.996410766;1;25.68564836111141;25.721326331716618;25.242514803456967;25.51634489518845;25.846243796897518;25.79222271354388;25.853636525291616;25.76892391813058;PR2T5
PR2T5-7-44;PR2T5;7;44;270.4;20;1;4;1;0;19.9;25.35003177;D;25.10137376;17.1088671;0.031102553;10.20250804;1;27.734788456956192;27.73217480089191;26.43350361416216;27.432805039767512;27.369288796757004;27.79415673715657;27.85559653412165;27.71869871718225;PR2T5
PR2T5-5-66;PR2T5;5;66;277.48;11;1;2;1;0;20.2;28.9;D;29.06666667;16.9544242;0.032047387;9.763500024;1;28.076311806263654;28.065311900154864;26.616125212366082;27.74815006254102;27.609660685843693;28.121184827735348;28.17798384131747;28.039613163037508;PR2T5
PR2T5-3-44;PR2T5;3;44;279.29;5;1;1;1;0;15.4;22.89322922;N;24.36317469;16.06075963;0.018626503;7.253818091;1;22.61193821734424;22.66639903424702;23.084662448309214;22.554195831836328;23.251104456103143;22.686531289019413;22.691541343467346;22.757231921986733;PR2T5
PR2T5-2-57;PR2T5;2;57;255.49;5;1;1;1;0;11.8;21.3;N;24.5;13.30839334;0.010935884;6.533538849;1;18.513658025654678;18.521007396035166;19.228759301941363;18.403270157010816;18.973627914966855;18.45233567847187;18.394687804525542;18.541508930318635;PR2T5
PR2T5-7-66;PR2T5;7;66;270.4;6;1;1;1;0;12.1;23.8;N;29.7;19.24499935;0.011499015;12.90922712;1;18.855181374962136;18.86960633278077;19.60512130088074;18.75960531567957;19.37694336246983;18.80549772278968;18.748820271537614;18.903167971933076;PR2T5
PR2T5-1-78;PR2T5;1;78;300.27;8;1;2;1;0;24.8;32.7;D;31.83333333;18.97174933;0.048305129;10.3558411;1;33.31300316231143;33.10170424999349;28.96905460666745;32.455972601821856;30.90548161033157;32.85138801465387;32.614181989389884;32.83325289748406;PR2T5
PR2T5-5-78;PR2T5;5;78;277.48;11;1;2;1;0;21.5;31.7;D;30.86666667;17.4101503;0.03630503;10.29542981;1;29.556246319929333;29.50228858503423;27.361360260643156;29.102138958152672;28.61161228588729;29.51393927173455;29.532078181483413;29.417782509548672;PR2T5
PR2T5-7-22;PR2T5;7;22;270.4;3;1;1;1;0;11.9;16.0;N;16.35333333;12.68581885;0.011122023;6.076640694;1;18.6274991420905;18.637270670577866;19.3555053401315;18.522283664819344;19.10919458334584;18.57001348395162;18.512565466435593;18.66229520353626;PR2T5
PR2T5-7-32;PR2T5;7;32;270.4;2;1;1;1;0;15.4;20.1;N;20.930392;15.10601425;0.018626503;7.953608694;1;22.61193821734424;22.66639903424702;23.084662448309214;22.554195831836328;23.251104456103143;22.686531289019413;22.691541343467346;22.757231921986733;PR2T5
PR2T5-5-66;PR2T5;5;66;277.48;1;1;1;1;0;18.8;28.6;N;29.06666667;16.9544242;0.027759113;9.763500024;1;26.48253617616216;26.50577267361023;25.726137223332806;26.26675369727906;26.455812231943362;26.578437548539014;26.644985936250265;26.532266025928642;PR2T5
PR2T5-2-32;PR2T5;2;32;255.49;18;1;3;1;0;13.5;17.33728393;D;17.35311108;11.2903351;0.014313882;4.702305979;1;20.448957005063637;20.488829524587672;21.21816211694133;20.39596442299199;21.135758828053703;20.455938664429205;20.416592614817077;20.564573854094213;PR2T5
PR2T5-5-57;PR2T5;5;57;277.48;5;1;1;1;0;16.2;24.4;N;26.06666667;16.16959595;0.020611989;8.880507336;1;23.522667148830806;23.576398478965096;23.77777238739555;23.44380035076042;24.06467348065228;23.616891238090716;23.642146636039833;23.661450729864228;PR2T5
PR2T5-7-44;PR2T5;7;44;270.4;1;1;1;1;0;16.7;24.1;N;25.10137376;17.1088671;0.021903969;10.20250804;1;24.091872731009914;24.14308019068679;24.186658148287854;23.99452420278479;24.552995420706544;24.194498883547126;24.231495430337507;24.221338441739597;PR2T5
PR2T5-2-44;PR2T5;2;44;255.49;4;1;1;1;0;14.3;22.18318975;N;22.81120677;12.61500429;0.016060607;5.870458557;1;21.359685936550207;21.40850057135252;22.045038586408683;21.31290256498858;22.060592871339182;21.397714967449254;21.375308275563516;21.49595379077599;PR2T5
PR2T5-5-44;PR2T5;5;44;277.48;3;1;1;1;0;17.0;21.3;N;24.63464743;15.34361974;0.022698007;7.996410766;1;24.433396080317376;24.4823256701898;24.423596309376677;24.323086779458137;24.839018790022266;24.53942950584953;24.58287854026717;24.555409463165226;PR2T5
PR2T5-7-44;PR2T5;7;44;270.4;9;1;2;1;0;16.8;23.70319618;N;25.10137376;17.1088671;0.022167078;10.20250804;1;24.205713847445736;24.256225646148632;24.26631974844489;24.104198733924623;24.648903495827867;24.309618143451345;24.348822769675824;24.33284830420887;PR2T5
PR2T5-5-57;PR2T5;5;57;277.48;1;1;1;1;0;17.8;25.3;N;26.06666667;16.16959595;0.024884555;8.880507336;1;25.34412501180395;25.384180607921127;25.026603207006822;25.19265245922423;25.577749164772158;25.452541497982878;25.510110101775435;25.43969840806979;PR2T5
PR2T5-6-57;PR2T5;6;57;277.67;10;1;2;1;0;16.2;25.3;N;30.3;18.24147852;0.020611989;12.23557393;1;23.522667148830806;23.576398478965096;23.77777238739555;23.44380035076042;24.06467348065228;23.616891238090716;23.642146636039833;23.661450729864228;PR2T5
PR2T5-2-44;PR2T5;2;44;255.49;3;1;1;1;0;11.1;17.9;N;22.81120677;12.61500429;0.009676891;5.870458557;1;17.716770210603926;17.7053828633329;18.30370574663382;17.5633555787593;17.991209328845258;17.63020849099623;17.574869252596876;17.68924042724617;PR2T5
PR2T5-1-32;PR2T5;1;32;300.27;7;1;1;1;0;12.1;19.68346707;N;21.77136716;15.0853933;0.011499015;6.547626491;1;18.855181374962136;18.86960633278077;19.60512130088074;18.75960531567957;19.37694336246983;18.80549772278968;18.748820271537614;18.903167971933076;PR2T5
PR2T5-3-78;PR2T5;3;78;279.29;7;1;1;1;0;11.4;23.8;N;32.13333333;18.79211634;0.010207035;10.92392136;1;18.05829355991139;18.05531800825602;18.708444816251742;17.924806616908256;18.419622847309974;17.982157087687696;17.925008716765085;18.05597375924128;PR2T5
PR2T5-3-22;PR2T5;3;22;279.29;8;1;2;1;0;10.5;14.5;N;14.94333333;11.19874181;0.008659015;3.879409676;1;17.033723511989;17.00379459154415;17.45473901636426;16.833430293793427;17.09850440600399;16.928608329266886;16.88084234697231;16.94881032160222;PR2T5
PR2T5-3-32;PR2T5;3;32;279.29;10;1;2;1;0;15.9;21.40479464;N;21.46192279;14.46776982;0.019855651;6.474859692;1;23.181143799523344;23.235625904402074;23.523655291790526;23.111442002972897;23.764392684292666;23.268832637589966;23.286626254944718;23.323604815253447;PR2T5
PR2T5-3-32;PR2T5;3;32;279.29;2;1;1;1;0;14.2;21.1;N;21.46192279;14.46776982;0.015836769;6.474859692;1;21.24584482011438;21.29376439186983;21.945111089916434;21.19896090685132;21.947858690329454;21.28014479148977;21.255428627907516;21.380202354401494;PR2T5
PR2T5-7-66;PR2T5;7;66;270.4;4;1;1;1;0;22.9;29.5;D;29.7;19.24499935;0.041187065;12.90922712;1;31.150021950030826;31.037776064383618;28.08861276462035;30.53883965841432;29.625028270371672;30.966223586867045;30.905149408658943;30.88059452598761;PR2T5
PR2T5-3-44;PR2T5;3;44;279.29;8;1;2;1;0;15.6;23.01405869;N;24.36317469;16.06075963;0.01911345;7.253818091;1;22.83962045021588;22.89428066919155;23.262638548539936;22.77759946990003;23.4583919110639;22.91976205212105;22.92991347249443;22.98428327065812;PR2T5
PR2T5-4-66;PR2T5;4;66;259.92;6;1;1;1;0;18.4;26.2;N;28.33333333;19.35611249;0.02659044;12.45314782;1;26.027171710418873;26.057899394864595;25.45315824755576;25.838772861217752;26.11032461818489;26.13029607781158;26.19461039481856;26.09689094737251;PR2T5
PR2T5-4-44;PR2T5;4;44;259.92;4;1;1;1;0;10.9;19.16746673;N;24.70064012;16.8297851;0.009331316;10.27042866;1;17.489087977732286;17.471774621913323;18.026694766203473;17.321107217336927;17.699118466319533;17.39597072656363;17.342555901360967;17.44348132440269;PR2T5
PR2T5-6-78;PR2T5;6;78;277.67;16;1;3;1;0;25.5;34.2;D;33.9;19.48725422;0.051070516;13.96386286;1;34.109890977362184;33.85630860925597;29.266388546713753;33.153440780992085;31.352635265980567;33.519710354476615;33.197054785504;33.54382896173855;PR2T5
PR2T5-1-78;PR2T5;1;78;300.27;27;1;4;1;0;22.6;31.5;D;31.83333333;18.97174933;0.040114997;10.3558411;1;30.808498600723368;30.709792910948227;27.938805936547965;30.232763372864557;29.41318491654959;30.659382737340874;30.61878018161388;30.568917622324204;PR2T5
PR2T5-5-57;PR2T5;5;57;277.48;2;1;1;1;0;17.0;25.6;N;26.06666667;16.16959595;0.022698007;8.880507336;1;24.433396080317376;24.4823256701898;24.423596309376677;24.323086779458137;24.839018790022266;24.53942950584953;24.58287854026717;24.555409463165226;PR2T5
PR2T5-4-66;PR2T5;4;66;259.92;4;1;1;1;0;12.4;22.8;N;28.33333333;19.35611249;0.012076282;12.45314782;1;19.1967047242696;19.217632608878862;19.970110530644313;19.113860135050658;19.77038069714797;19.15897968469079;19.10434249953763;19.26276294314306;PR2T5
PR2T5-3-22;PR2T5;3;22;279.29;3;1;1;1;0;10.1;14.8;N;14.94333333;11.19874181;0.008011847;3.879409676;1;16.578359046245716;16.534796497801636;16.85782284773189;16.341345422260876;16.474559772660093;16.462978955359223;16.42336129113469;16.44977033696281;PR2T5
PR2T5-2-44;PR2T5;2;44;255.49;18;1;3;1;0;15.2;22.77019554;D;22.81120677;12.61500429;0.018145839;5.870458557;1;22.384255984472595;22.438262883459164;22.90341853856761;22.330106010748274;23.041107284535258;22.4529192240468;22.452788192260755;22.529498515425665;PR2T5
PR2T5-6-57;PR2T5;6;57;277.67;4;1;1;1;0;11.6;20.8;N;30.3;18.24147852;0.010568318;12.23557393;1;18.285975792783034;18.28828996006726;18.971303786707423;18.164525404959527;18.69901345234186;18.21713090121765;18.15946777811082;18.299224405385125;PR2T5
PR2T5-1-22;PR2T5;1;22;300.27;3;1;1;1;0;13.6;16.8;D;16.35666667;12.20573636;0.014526724;4.676136213;1;20.562798121499455;20.604011106796197;21.325045782558924;20.511269426729807;21.254316966662543;20.573785019396965;20.536338247396813;20.681679372059712;PR2T5
PR2T5-6-66;PR2T5;6;66;277.67;10;1;2;1;0;16.3;26.5;N;31.0;18.96551526;0.020867244;13.22615372;1;23.63650826526663;23.68986207923111;23.860989396046875;23.554262548243845;24.163532591817557;23.732670395614154;23.760354205366724;23.77374394650336;PR2T5
PR2T5-1-32;PR2T5;1;32;300.27;6;1;1;1;0;14.3;20.8165762;N;21.77136716;15.0853933;0.016060607;6.547626491;1;21.359685936550207;21.40850057135252;22.045038586408683;21.31290256498858;22.060592871339182;21.397714967449254;21.375308275563516;21.49595379077599;PR2T5
PR2T5-3-22;PR2T5;3;22;279.29;9;1;2;1;0;7.8;12.64;N;14.94333333;11.19874181;0.004778362;3.879409676;1;13.960013368221826;13.818300666443234;12.877446944817246;13.414105804841435;12.323290997880306;13.834556915536687;13.894125663320366;13.483478245308916;PR2T5
PR2T5-4-57;PR2T5;4;57;259.92;23;1;4;1;0;21.8;27.0;D;26.8;18.12344037;0.037325262;10.91752399;1;29.897769669236798;29.83237149417715;27.523403731392424;29.411818298712074;28.834219379503132;29.82944187428681;29.834042397645273;29.733051528351737;PR2T5
PR2T5-4-78;PR2T5;4;78;259.92;3;1;1;1;0;22.1;32.5;D;33.93333333;20.11360914;0.038359632;13.44692186;1;30.23929301854426;30.161881742672563;27.68196873206536;29.720492913499807;29.05378391176548;30.14263544847574;30.131858884235598;30.047319026387388;PR2T5
PR2T5-1-44;PR2T5;1;44;300.27;8;1;2;1;0;19.4;24.3;D;24.91321975;16.65893154;0.029559245;7.984815937;1;27.165582874777083;27.17567372290366;26.11955201445943;26.90472034468097;26.960499440054704;27.24470549876248;27.31067029039517;27.18134165818667;PR2T5
PR2T5-2-66;PR2T5;2;66;255.49;1;1;1;1;0;13.4;22.3;N;24.5;13.77043935;0.014102609;6.995082081;1;20.335115888627815;20.373584313418316;21.11023092595869;20.280457555011235;21.01631920820416;20.338068758866367;20.29689673465997;20.447267887256718;PR2T5
PR2T5-4-57;PR2T5;4;57;259.92;9;1;2;1;0;18.6;25.5;N;26.8;18.12344037;0.027171635;10.91752399;1;26.25485394329052;26.281963292159084;25.59075139460428;26.05303495519925;26.28399717310628;26.354750030697836;26.420426141763567;26.314848935956565;PR2T5
PR2T5-2-57;PR2T5;2;57;255.49;2;1;1;1;0;12.6;21.5;N;24.5;13.30839334;0.012468981;6.533538849;1;19.424386957141245;19.449331981473428;20.207340633079404;19.348905050121854;20.027419058602568;19.394753945312683;19.342031921629772;19.501376577445548;PR2T5
PR2T5-6-66;PR2T5;6;66;277.67;7;1;1;1;0;17.8;27.4;N;31.0;18.96551526;0.024884555;13.22615372;1;25.34412501180395;25.384180607921127;25.026603207006822;25.19265245922423;25.577749164772158;25.452541497982878;25.510110101775435;25.43969840806979;PR2T5
PR2T5-5-57;PR2T5;5;57;277.48;3;1;1;1;0;17.8;24.8;N;26.06666667;16.16959595;0.024884555;8.880507336;1;25.34412501180395;25.384180607921127;25.026603207006822;25.19265245922423;25.577749164772158;25.452541497982878;25.510110101775435;25.43969840806979;PR2T5
PR2T5-3-57;PR2T5;3;57;279.29;7;1;1;1;0;11.1;23.1;N;28.86666667;17.10454485;0.009676891;9.050034292;1;17.716770210603926;17.7053828633329;18.30370574663382;17.5633555787593;17.991209328845258;17.63020849099623;17.574869252596876;17.68924042724617;PR2T5
PR2T5-4-57;PR2T5;4;57;259.92;8;1;2;1;0;18.9;25.6;N;26.8;18.12344037;0.028055208;10.91752399;1;26.59637729259798;26.617581920894555;25.79301834296809;26.373411548159787;26.541035534560876;26.68998767324891;26.756780262607222;26.640773945960813;PR2T5
PR2T5-2-66;PR2T5;2;66;255.49;3;1;1;1;0;12.0;21.5;N;24.5;13.77043935;0.011309734;6.995082081;1;18.741340258526318;18.75347031615974;19.480953588837934;18.641061241701927;19.243626789320686;18.687735638641694;18.63061202402241;18.782847419227963;PR2T5
PR2T5-3-44;PR2T5;3;44;279.29;9;1;2;1;0;9.6;17.79543456;N;24.36317469;16.06075963;0.007238229;7.253818091;1;16.009153464066607;15.94711722900473;16.074620202025528;15.71970831644735;15.658924965960964;15.883839706306908;15.858075178234953;15.819499020053355;PR2T5
PR2T5-6-78;PR2T5;6;78;277.67;4;1;1;1;0;12.0;23.6;N;33.9;19.48725422;0.011309734;13.96386286;1;18.741340258526318;18.75347031615974;19.480953588837934;18.641061241701927;19.243626789320686;18.687735638641694;18.63061202402241;18.782847419227963;PR2T5
PR2T5-2-66;PR2T5;2;66;255.49;7;1;2;1;0;7.6;17.5;N;24.5;13.77043935;0.00453646;6.995082081;1;13.732331135350185;13.580492913608609;12.482812373135678;13.150569490754927;11.906006371351658;13.611111008230482;13.68363782018184;13.21663915989853;PR2T5
PR2T5-4-78;PR2T5;4;78;259.92;1;1;1;1;0;23.8;34.9;D;33.93333333;20.11360914;0.044488094;13.44692186;1;32.17459199795322;32.018289560804774;28.51979144558152;31.45145600632262;30.24429549652944;31.871919227459113;31.737530568622105;31.81002782689938;PR2T5
PR2T5-2-57;PR2T5;2;57;255.49;16;1;3;1;0;16.3;24.5;D;24.5;13.30839334;0.020867244;6.533538849;1;23.63650826526663;23.68986207923111;23.860989396046875;23.554262548243845;24.163532591817557;23.732670395614154;23.760354205366724;23.77374394650336;PR2T5
PR2T5-6-78;PR2T5;6;78;277.67;8;1;2;1;0;19.6;30.8;N;33.9;19.48725422;0.030171856;13.96386286;1;27.39326510764873;27.398465040981463;26.246602615021093;27.116335395161588;27.12526554973646;27.46513374124232;27.529753084200607;27.39666410238272;PR2T5
PR2T5-6-78;PR2T5;6;78;277.67;9;1;2;1;0;19.8;30.9;N;33.9;19.48725422;0.03079075;13.96386286;1;27.620947340520374;27.621001843215936;26.371685914969834;27.327441154102605;27.288358878152863;27.6847012312261;27.747359552110698;27.61147933558889;PR2T5
PR2T5-5-22;PR2T5;5;22;277.48;11;1;2;1;0;12.8;14.73;D;14.71666667;11.10559168;0.012867964;4.189120426;1;19.652069190012888;19.680776838224652;20.439844357727733;19.583070582931427;20.280409403186255;19.63058376120024;19.58019198191038;19.739117445270438;PR2T5
PR2T5-2-78;PR2T5;2;78;255.49;16;1;3;1;0;17.3;26.5;D;26.7;14.31543456;0.023506182;7.559730148;1;24.77491942962484;24.82099848904531;24.65451845993082;24.650282975451915;25.12003857763932;24.883033273234545;24.93236102269647;24.88812126160324;PR2T5
PR2T5-3-66;PR2T5;3;66;279.29;10;1;2;1;0;22.7;30.4;D;30.8;17.96172699;0.040470782;9.979835032;1;30.922339717159186;30.81918425772086;27.989092132164615;30.334894796227065;29.484110218809846;30.761933026711556;30.714723606661877;30.672915618636434;PR2T5
PR2T5-6-22;PR2T5;6;22;277.67;2;1;1;1;0;7.9;12.6;N;13.98;11.09240905;0.00490167;4.524348249;1;14.07385448465765;13.937109099419295;13.071691040087453;13.545274199923872;12.527937776437113;13.946640328358027;13.999989317013574;13.616304571608653;PR2T5
PR2T5-3-66;PR2T5;3;66;279.29;1;1;1;1;0;20.0;28.5;N;30.8;17.96172699;0.031415927;9.979835032;1;27.848629573392014;27.843284129607067;26.494845875366913;27.538043973266152;27.4498130499057;27.903390566956855;27.963449444455502;27.82579364129794;PR2T5
PR2T5-2-78;PR2T5;2;78;255.49;1;1;1;1;0;14.4;24.6;N;26.7;14.31543456;0.016286016;7.559730148;1;21.47352705298603;21.523173121874372;22.144023777715905;21.426656225391156;22.17254144191927;21.515230115683586;21.49517640205896;21.61151846612406;PR2T5
PR2T5-5-22;PR2T5;5;22;277.48;10;1;2;1;0;9.9;13.58;N;14.71666667;11.10559168;0.007697687;4.189120426;1;16.350676813374072;16.299915677165377;16.54960425717077;16.093582973970847;16.153257964969264;16.23090838779455;16.196334755412433;16.19854592646816;PR2T5
PR2T5-4-66;PR2T5;4;66;259.92;3;1;1;1;0;22.1;28.6;D;28.33333333;19.35611249;0.038359632;12.45314782;1;30.23929301854426;30.161881742672563;27.68196873206536;29.720492913499807;29.05378391176548;30.14263544847574;30.131858884235598;30.047319026387388;PR2T5
PR2T5-7-57;PR2T5;7;57;270.4;6;1;1;1;0;11.9;22.0;N;27.4;18.18891604;0.011122023;11.53129484;1;18.6274991420905;18.637270670577866;19.3555053401315;18.522283664819344;19.10919458334584;18.57001348395162;18.512565466435593;18.66229520353626;PR2T5
PR2T5-7-32;PR2T5;7;32;270.4;4;1;1;1;0;16.6;20.82045139;N;20.930392;15.10601425;0.021642432;7.953608694;1;23.978031614574096;24.02987110626412;24.106303024944424;23.884694482983683;24.45651131765726;24.0792413444837;24.1139778076871;24.109674225331982;PR2T5
PR2T5-6-22;PR2T5;6;22;277.67;9;1;2;1;0;11.0;13.53;N;13.98;11.09240905;0.009503318;4.524348249;1;17.602929094168104;17.58861055710353;18.165931384688584;17.442361407636156;17.84582774959597;17.51304708583241;17.458596751448297;17.566489779459513;PR2T5
PR2T5-4-44;PR2T5;4;44;259.92;6;1;1;1;0;16.5;23.53564722;N;24.70064012;16.8297851;0.021382465;10.27042866;1;23.86419049813827;23.916598392880616;24.025245733065773;23.774708418057525;24.35944422555427;23.963848645083353;23.996276975665115;23.997854512145377;PR2T5
PR2T5-2-78;PR2T5;2;78;255.49;8;1;2;1;0;17.6;26.7;D;26.7;14.31543456;0.024328494;7.559730148;1;25.116442778932306;25.159098647253302;24.879641003888818;24.976142023388746;25.396226839419846;25.225230180328538;25.279758724517258;25.21950273048643;PR2T5
PR2T5-1-44;PR2T5;1;44;300.27;27;1;4;1;0;19.8;25.29797834;D;24.91321975;16.65893154;0.03079075;7.984815937;1;27.620947340520374;27.621001843215936;26.371685914969834;27.327441154102605;27.288358878152863;27.6847012312261;27.747359552110698;27.61147933558889;PR2T5
PR2T5-7-66;PR2T5;7;66;270.4;1;1;1;1;0;18.3;28.3;N;29.7;19.24499935;0.026302199;12.90922712;1;25.913330593983055;25.945772002776103;25.383517623080515;25.731435779754374;26.02277914339153;26.017788025292674;26.08124640173655;25.98770686393539;PR2T5
PR2T5-3-44;PR2T5;3;44;279.29;3;1;1;1;0;15.6;23.01405869;N;24.36317469;16.06075963;0.01911345;7.253818091;1;22.83962045021588;22.89428066919155;23.262638548539936;22.77759946990003;23.4583919110639;22.91976205212105;22.92991347249443;22.98428327065812;PR2T5
PR2T5-1-57;PR2T5;1;57;300.27;1;1;1;1;0;12.5;23.4;N;28.4;17.69049565;0.012271846;9.004313863;1;19.310545840705423;19.333514109656566;20.089324331375586;19.231493598622425;19.89941396008183;19.276857732007162;19.223124666016766;19.38217992475051;PR2T5
PR2T5-1-57;PR2T5;1;57;300.27;27;1;4;1;0;21.6;28.6;D;28.4;17.69049565;0.036643537;9.004313863;1;29.670087436365154;29.612379850376044;27.415768115530685;29.205478101698688;28.68615791787758;29.619360731296034;29.633188357464697;29.52298451231643;PR2T5
PR2T5-2-44;PR2T5;2;44;255.49;8;1;2;1;0;15.4;22.89322922;D;22.81120677;12.61500429;0.018626503;5.870458557;1;22.61193821734424;22.66639903424702;23.084662448309214;22.554195831836328;23.251104456103143;22.686531289019413;22.691541343467346;22.757231921986733;PR2T5
PR2T5-2-32;PR2T5;2;32;255.49;8;1;2;1;0;13.8;17.40966142;D;17.35311108;11.2903351;0.014957123;4.702305979;1;20.7904803543711;20.834183384330746;21.53572572135933;20.74128114450565;21.4888401809596;20.80939098399726;20.77594821822258;20.915296269283097;PR2T5
PR2T5-1-78;PR2T5;1;78;300.27;6;1;1;1;0;19.1;31.3;N;31.83333333;18.97174933;0.02865211;10.3558411;1;26.824059525469625;26.841009528580702;25.925188081325494;26.586328590826056;26.71013767354566;26.91248848202807;26.97936924945173;26.857392869047317;PR2T5
PR2T5-3-78;PR2T5;3;78;279.29;8;1;2;1;0;16.0;26.7;N;32.13333333;18.79211634;0.020106193;10.92392136;1;23.294984915959166;23.349280391550582;23.609114738688277;23.222391324847244;23.865111226545977;23.38496907034031;23.4052753575428;23.436382396017613;PR2T5
PR2T5-4-78;PR2T5;4;78;259.92;8;1;2;1;0;20.6;32.1;N;33.93333333;20.11360914;0.033329156;13.44692186;1;28.531676272006944;28.50860389372045;26.85320690051619;28.166896208669357;27.924662050325132;28.554022828297395;28.6022372283504;28.465791755584323;PR2T5
PR2T5-4-32;PR2T5;4;32;259.92;4;1;1;1;0;10.4;17.22450289;N;19.75484469;14.6525595;0.008494867;7.784996407;1;16.91988239555318;16.886640511549775;17.307899748533426;16.71083047439697;16.944775435105598;16.8120267809883;16.766059231547448;16.824467952001733;PR2T5
PR2T5-2-22;PR2T5;2;22;255.49;8;1;2;1;0;11.2;12.83;D;12.82;9.499808611;0.009852035;3.051675646;1;17.830611327039747;17.822091540601438;18.440036894840283;17.68409262337233;18.13528701986955;17.747450343512615;17.691366637607654;17.811736119183497;PR2T5
PR2T5-1-57;PR2T5;1;57;300.27;2;1;1;1;0;16.3;25.7;N;28.4;17.69049565;0.020867244;9.004313863;1;23.63650826526663;23.68986207923111;23.860989396046875;23.554262548243845;24.163532591817557;23.732670395614154;23.760354205366724;23.77374394650336;PR2T5
PR2T5-5-44;PR2T5;5;44;277.48;8;1;2;1;0;6.1;14.54908959;N;24.63464743;15.34361974;0.002922467;7.996410766;1;12.024714388812868;11.7888220748426;9.261451690023033;11.117518919534254;8.374061754249624;11.969635924976448;12.16068554549746;11.159466829396282;PR2T5
PR2T5-1-44;PR2T5;1;44;300.27;7;1;1;1;0;12.9;21.11894223;N;24.91321975;16.65893154;0.013069811;7.984815937;1;19.76591030644871;19.796403823159014;20.554363050166142;19.699828902521016;20.405426025302276;19.74850886966278;19.69942985482929;19.85766584178687;PR2T5
PR2T5-7-78;PR2T5;7;78;270.4;5;0;1;1;0;20.7;31.1;N;32.76666667;19.83074213;0.033653526;13.70699879;1;28.645517388442762;28.619267819709762;26.911365395087422;28.271281617389967;28.002456656917907;28.6616477888598;28.707271341816938;28.572036393444314;PR2T5
PR2T5-5-78;PR2T5;5;78;277.48;8;1;2;1;0;7.0;16.9;N;30.86666667;17.4101503;0.003848451;10.29542981;1;13.049284436735258;12.865542560044723;11.249311720448596;12.349879113200288;10.584887930045682;12.946892539020379;13.06238936670088;12.40615320151258;PR2T5
PR2T5-7-32;PR2T5;7;32;270.4;6;1;1;1;0;11.9;18.85548921;N;20.930392;15.10601425;0.011122023;7.953608694;1;18.6274991420905;18.637270670577866;19.3555053401315;18.522283664819344;19.10919458334584;18.57001348395162;18.512565466435593;18.66229520353626;PR2T5
